fl,fw,mt,pl,pw,sh,sl,sw,freq,s11,gain
49.5,50,4,141,182,81,240,300,0.8443,-20.74561722,9.455746083
49.5,50,4,141,182,82,240,300,0.8524,-16.27565809,9.609020609
49.5,50,4,141,182,83,240,300,0.8452,-18.6234135,9.641821665
49.5,50,4,141,182,84,240,300,0.8452,-17.96392831,9.640380391
49.5,50,4,141,182,85,240,300,0.8488,-16.51011751,9.727737304
49.5,50,4,141,182,86,240,300,0.8434,-17.34215322,9.721279197
49.5,50,4,141,183,80,240,300,0.838,-24.50607434,9.083714584
49.5,50,4,141,183,81,240,300,0.8434,-20.7841937,9.392371042
49.5,50,4,141,183,82,240,300,0.8452,-19.7234869,9.535204362
49.5,50,4,141,183,83,240,300,0.8452,-18.20530266,9.558425423
49.5,50,4,141,183,84,240,300,0.8488,-16.57980361,9.694085958
49.5,50,4,141,183,85,240,300,0.8434,-17.95302943,9.634925838
49.5,50,4,141,183,86,240,300,0.8434,-17.4902565,9.732678272
49.5,50,4,141,184,80,240,300,0.838,-24.57173574,9.097016422
49.5,50,4,141,184,81,240,300,0.8425,-20.89456971,9.322815027
49.5,50,4,141,184,82,240,300,0.8488,-17.66555051,9.55018889
49.5,50,4,141,184,83,240,300,0.8443,-18.00334027,9.593471792
49.5,50,4,141,184,84,240,300,0.8452,-17.97757747,9.67398456
49.5,50,4,141,184,85,240,300,0.8452,-17.32971382,9.671561221
49.5,50,4,141,184,86,240,300,0.8434,-17.17726689,9.715296286
49.5,50,4,141,185,80,240,300,0.838,-24.48892665,9.049525266
49.5,50,4,141,185,81,240,300,0.8425,-21.09198035,9.333458895
49.5,50,4,141,185,82,240,300,0.8452,-19.05126738,9.521578519
49.5,50,4,141,185,83,240,300,0.8443,-18.55811096,9.551511728
49.5,50,4,141,185,84,240,300,0.8443,-17.63782493,9.704403141
49.5,50,4,141,185,85,240,300,0.8434,-17.59846304,9.672574716
49.5,50,4,141,185,86,240,300,0.8434,-17.18482505,9.709010318
49.5,50,4,141,186,80,240,300,0.838,-24.55397471,9.046139259
49.5,50,4,141,186,81,240,300,0.8425,-20.74239993,9.34766349
49.5,50,4,141,186,82,240,300,0.8443,-19.02397307,9.535826266
49.5,50,4,141,186,83,240,300,0.8452,-18.32773405,9.557033543
49.5,50,4,141,186,84,240,300,0.8443,-17.8730645,9.697090262
49.5,50,4,141,186,85,240,300,0.8443,-17.37713741,9.663540392
49.5,50,4,141,186,86,240,300,0.8461,-16.31195052,9.68937113
49,50,4,142,180,80,240,300,0.8389,-26.54088341,9.131068721
49,50,4,142,180,81,240,300,0.8434,-22.2289053,9.45379691
